"Protein.Ids","ALM6","ALM7","ALM8","ALM9","ALM10","ALM11","ALM12","ALM13","ALM14","ALM15","ALM16","ALM17","ALM18","ALM19","ALM20","ALM21","ALM22","ALM23","ALM24","ALM25","ALM26","ALM27","ALM28","ALM29","ALM30","ALM31","ALM32","ALM33","ALM34","ALM35","ALM36","ALM37","ALM38","ALM39","ALM40","ALM41","ALM42","ALM43","ALM44","ALM45","ALM46","ALM47"
"O00423",NA,"816.535",NA,NA,"924.772",NA,"850.402",NA,NA,"577.427","1081.74","1140.8","1234.59",NA,NA,NA,"863.352","1332.78",NA,NA,"2324.65","1044.19","1272.23","1047.99","2054.56","1442.92","2011.21","1259.83","1572.02","1050.53","1029.57","2712.48","1279.01","2207.35","954.025","1437.38","1659.48","774.487","967.73","1604.71","1329.43","1095.69"
"O00425","3007.45","2631.13","1633.04","953.782","6402.07","3047.29","6186.16","3484.76","2790.98","3871.41","3788.39","3793.23","3475.54","3008.64","3189.12","1592.45","3266.35","3062.59","3583.75","2092.34","1928.08","1228.69","3898.25","5443.88","4982.06","2586.28","3182.82","4983.04","3332.62","2726.26","3142.9","3066.99","4531.96","4439.29","2950.38","2718.25","3998.47","4153.84","3511.24","3850.03","3401.67","3750.04"
"O00429","11938.4","21350.5","12740.6","13917.1","17770.1","13326.1","10519.5","13471","12796.5","16057.2","19032.7","20452.2","16908.6","13911","15051.7","8917.19","16722.5","14326.3","11646.7","13786.8","14130.3","13943.7","15179.2","17681.8","10974.8","12823.6","20496.5","18067","15678.1","14644.1","22565.2","9501.33","15499.7","17737.8","12556.3","10198.3","17689.2","15977.5","17891.1","11137.6","15968.8","11348.1"
"O00442","4760.71","6992.15","4874.83","5532.3","6303.65","5548.79","3627.38","4123.89","5296.59","6729.43","5691.91","6352.87","5972.4","5686.04","5953.43","4014.93","4324.62","5334.14","3940.1","5818.76","5186.41","6533.62","7250.51","6271.85","3967.06","6515.21","6231.48","7395.59","5611.34","5361.72","6396.34","4113.22","6780.5","5357.2","5223.76","4081.84","5565.02","7162.87","6898.59","3553.93","5780.34","4568.85"
"O00443","913.769","2313.2","803.025","1056.69","1377.83","941.332","1135.86","1262.34","901.365","2625.31","3161.91","1770.83","1748.55","2003.24","1590.16","1698.14","1567.02","1335.32","1460.37","1322.1","626.992","1741.31","1924.94","2123.45","584.688","1524.15","3111.82","2961.18","3420.06","2010.16","3137.38","750.235","852.597","2276.98","930.769","1029.79","3027.81","2757.95","3030.25","1355.77","1020.96","980.546"
"O00461","5176.88","2824.44","7068.21","2225.74","2610.25","9098.98","2980.81","2090.81","5607.24","3456.49","3779.45","2021.06","6309.51","7450.42","7777.03","6293.36","3915.81","5310.92","2867.74","6973.23","2369.31","5978.13","6668.48","2690.33","5553.19","7864.37","4986.38","3414.57","3837.82","2965.67","4302.29","4073.15","2430.9","2610.14","5474.95","4470.75","4730.94","4936.17","3577.81","4568.87","6607.54","4472.56"
"O00469","37065.1","27608.3","43309.8","42061.9","20273.8","40077.8","23690.8","16424.2","21591.3","14023.7","20570.6","9574.88","29597.6","26857.9","19286.9","31711.4","11843.6","20359.3","17110","34075.7","12833.8","39013.1","27991.3","16797.8","14593.7","31336","16300.2","11667.4","11375.5","25145.2","26413.3","28047","22283.3","14361.9","49787.3","28830.8","12265.2","36124.1","23540.5","35407.9","51603.1","19715.5"
"O00471","2672.17","3194.68","3106.31","3015.49","3437.24","2355.6","5646.92","5254.25","3497.94","2071.76","3233.68","3505.18","4496.36","2990.68","2477.96","3203.72","2523.16","3276.06","3246.11","3069.84","4281.16","3599.36","3505.45","3565.24","4341.25","3897.19","3236.6","3001.25","3580.19","2292.07","4855.75","5270.22","3427.95","3020.65","3510.89","4382.13","3742.82","2827.11","2703.12","6453.9","3390.2","3811.72"
"O00478",NA,"400.904","754.589",NA,NA,NA,NA,NA,"651.776",NA,NA,NA,"466.117","1174.6","1375.93","586.115","542.505","744.983",NA,"958.566",NA,"264.917","1008.59",NA,NA,NA,NA,NA,"798.263",NA,"784.171",NA,NA,NA,NA,NA,NA,NA,"1165.63",NA,NA,"444.783"
"O00483","12863.2","13646.5","14199.7","14129.3","17813.9","18699.4","22095.5","22699.8","16820.8","19533.1","23094.9","21540.5","14556.2","14324.3","15201.9","15885.7","16161.7","12879.6","18700.6","17888.7","25957","14551.3","14911.7","18656.9","14551.7","19332.7","15627.2","17546.4","9217.87","16684.9","14076.9","19084.5","20417.5","19992.8","18691.6","22163.2","8891.36","16860.5","10489.6","26819.9","12624.5","5966.77"
"O00487","5385.48","4464.7","6277.44","4415.63","3570.54","2944.49","3778.01","2818.26","5375.03","5495.83","2705.89","3562.49","3325.95","4618.74","5800.41","3751.84","4905.52","4131.01","4036.65","3839.51","3383.94","2823.68","3325.99","5010.76","3944.51","3363.71","2498.67","3481.82","3631.99","2686.38","3538.97","3220.84","4599.86","2958.26","3881.51","4181.8","3589.75","3779.5","2997.38","3999.99","5751.32","5094.99"
"O00499","666.074","1064.58","1132.23","734.411","1113.05","780.998",NA,"1179.57","938.284","1211.1","1072.65","1446.81","1259.38","1293.9","1352.76","720.251","1861.45","1386","1792.72","1142.49","942.286","1172.93","939.427","917.75","936.944","1062.26","1024.87","1300.69","1039.21","1114.75","913.859","696.985","792.673","866.336","786.465",NA,"606.645","724.288","908.494","471.774","1061.41","1310.02"
"O00505","16703","17019.7","15163.4","18280.2","16865.9","18539.1","13493.4","24472","18296.7","17016.8","16525.7","14062.7","16615.1","18586.3","14599.3","17401.9","12879.4","12785","15795.8","16911.1","14215.9","19526.7","17865.6","20144.9","17260.7","16089.5","15501.9","19986.4","12446.9","18155.8","15192.8","15232","19299.3","16597.1","19493.7","14329.4","13212.8","20463","16974.8","18973.7","17524.5","15026.7"
"O00506","634.958","761.626",NA,NA,NA,NA,NA,"380.564","475.369",NA,"204.186","221.459","490.45","433.866","388.606",NA,"465.835","1228.34",NA,NA,NA,"844.708","645.265",NA,"264.074","326.055","626.49","530.66","1145.08","1268.52","804.047","364.769","602.968","805.38","289.909",NA,"868.802","248.921","545.511",NA,"311.527",NA
"O00534","1179.64","1645.11","1098.83","934.259","1182.09","1713.55","1408.3","1600.78","1852.12","1277.72","2146.68","1488.9","1947.67","1464.96","1826.99","1390.01","1686.48","2326.95","1837.88","1999.9","1090.4","2036.83","1807.84","1329.71","1967.36","2494.56","1834.94","1652.94","1460.55","1833.49","1723.38","1382.05","854.737","1452.98","2141.46","2241.98","1475.81","1945.63","1847.45","2158.65","2511.17","1828.4"
"O00541","657.025","863.523","806.829","408.088","510.585","687.306","397.034","729.169","759.679","1513","2038.77","927.211","1122.75","843.067","793.202","437.664","424.936","1182.21","544.376","985.762","338.097","789.099","914.118","364.748","678.668","372.886","704.718","649.949","465.357","1448.97","505.278","316.787","575.666","797.624","693.619","426.31","392.845","587.037","862.273","856.47","897.549","611.767"
"O00560","37725.9","20924","25620.4","29677.9","25523.8","17916.7","16069","25308.9","44962.7","22237.2","22039.1","26140.5","20564.4","45528.1","41198.9","18323.1","19054.2","27209.6","24905","28090.7","23384.1","19106.9","37377.2","28395.5","41350.5","23083.5","13952.5","18355.6","17855.2","16644.7","10566.2","20774.9","25748.8","14963.6","30768.7","20868","14870.8","21997.2","7417.14","14801.6","31698.5","35763.9"
"O00566","3948.12","2557.69","3570.33","2145.35","2347.71","2352.17","918.399","1598.37","3611.57","2869.69","1739.08","1709","1796.37","3111.56","2738.01","2911.37","3018.24","2222.11",NA,"2740.42","2420.44","2664.55","3275.23","2136.93","3689.78","2490.94","2964","2673.08","2879.93","1512.17","2749.26","2052.61","2346.4","3221.54","3555.04","1813.64","2859.9","2941.3","2105.95","1744.03","3288.45","2194.73"
"O00567","12391.7","10489.3","11411.3","9828.58","14702.8","12672.9","10254.7","14355.6","9251.32","9720.5","13480.6","14860.3","11722","10259.1","10826.4","10412.4","11194.5","10706.2","12921.4","12523.4","9181.36","14185.3","12867.8","13184.9","10310","16396.8","11652.5","12380.4","9797.9","7103.47","8446.8","8740.22","11174.3","13566.3","14922.7","9717.46","7084","15922.4","14762.5","14847.2","12063.4","12321.9"
"O00571","24643","20900.2","24210.6","17111.3","21235.1","25603.1","19737.4","25822.7","29182.7","18779.2","23168.4","22315.6","25077.9","21515.1","24111.1","21586.4","21402.8","19492.1","17644.9","20941.8","24250.7","29544.4","26598.1","25374.6","25861.8","25374.9","22113.4","21996.1","19878.9","18767.9","21625.3","24026.4","25908.1","23458.5","23521.8","24704.6","20970.9","28036","25741.8","25385.5","21743.3","22115"
"O00584","1247.44","1299.43","1114.99","2654.6","1921.69","970.164","1782.3","2022.62",NA,"1168.18","1849.59","1316.28","779.171","693.977","1219.97","1495.98","1971.23","2127.72","4244.96","700.265","548.11","1412.62","1503.59","1845.63",NA,"1501.39","2239.35","1476.76","3212.97","1881.49","1851.57","2291","2493.27","2040.5","1447.44","2779.59","1880.67","735.827","2036.31","2641","708.571","1018.47"
"O00592","1061.35","1338.46","1141.42","817.43",NA,"1732.42","704.691","984.966","832.959",NA,"1204.74",NA,NA,"1785.14","1693.24",NA,"2340.19",NA,NA,"1696.97","1082.11","1322.81",NA,"898.702","792.88","2133.03","2400.42","1690.18","1795.85","2002.42","2051.12","8124.09","993.241","1750.31","1083.96","1020.63","2841.1","1540.09",NA,"633.693",NA,NA
"O00622","9631.21","4590.46","19448.6","9585.55","8233.67","8697.86","10127.3","8867.93","15320.2","5242.72","6558.52","4517.03","11267.8","15770.8","7829.37","9992.12","3768.87","8964.79","7918.94","8076.34","9599.17","8931.8","11128.3","8595.88","8596.98","10618","3897.9","3607.99","4198.81","4749.28","5039.57","5330.92","8855.32","4877.83","6006.37","8700.12","4300.37","6610.79","7436.72","8507.8","5689.31","10058.4"
"O00625","2498.29","5014.85","1461.64","2338.57","4620.06","2934.35","1605.8","2728.29","2841.65","2528.23","3355.78","3013.64","2889.83","1377.39","1897.46","1581.94","2421.29","1393.38","1368.16","1939.58","3421.17","3001.48","2096.08","2882.4","2709.18","2562.32","2975.72","4374.6","2796.42","844.004","3127.16","1934.78","1716.91","4107","2279.26","1975.79","2950.11","3431.01","4177.65","2336.84","1847.96","2527.07"
"O00629","8228.88","15181.7","8548.79","6483.79","5342.65","8557.52","5433.09","7958.29","8981.06","12903.9","8576.13","9325.95","8451.83","12830.1","13044.7","6032.55","10238.4","12839.7","8905.16","10816.3","4471.54","11639","9231.85","6714.31","7966.14","8591.42","9934.67","10621.5","10895.5","14499.5","10963.6","5122.52","7770.9","9198.05","10711.7","4958.94","6094.85","15049.7","6999.39","8069.65","11750.4","7199.61"
"O00635","896.164","3141.85","1404.88","1526.87","1983.15","1440.54","977.915","912.328","887.843","1908.81","2938.74","3789.58","1747.06",NA,"1838.81","835.81","2181.25","1657.18","1285.84","1504.58","557.86","1770.76","1193.58","1647.73","968.916","2024.19","2607.06","3878.86","2984.23","3516.02","2448.42","1140.29","2086.07","1712.18","832.322","2032.67","2991.3","3316.2","3571.59","970.035","1554.65","1343.88"
"O00743","6342.04","6256.87","5875.64","4680.12","4751.96","5718.7","5111.1","4613.33","4261.41","3084.75","5201.33","6307.96","8206.21","5842.02","5261.94","5894.13","6373.21","11960.1","4663.94","4985.34","4411.64","7946.57","7776.44","6067.15","5362.79","7743.79","11417.4","8971","9383.87","9294.34","13287.7","4451.94","6280.64","11232.7","6608.54","3517.44","12028.2","7798.32","13960.7","5889.13","8014.31","4786.05"
"O00748","5036.06","2003.94","3765.67","2050.65","2632.25","3769.95","996.273","2497.73","4368.92","1933.45","1843.3","1350.25","5848.36","4716.39","2738.43","2944.29","1873.74","5203.45","1360.79","5042.69","1168.1","4033.81","6519.67","3652.54","5846.76","5320.99","2415.33","2316.87","1988.5","1380.22",NA,"2908.44","2208.77","2872.6","4142.52","3150.2","1937.68","5934.01","2431.87","3318.7","5280.27","4925.11"
"O00754","19867.1","15928.8","12790.5","14919.6","15711.9","15044.3","12348.5","15510.2","14714.6","11296.6","14744.8","15615.7","9077.2","13237.8","9469.66","14117.1","15833.9","13594.9","14219.1","11376","15669.1","15697.4","13776.8","19102.6","14443.8","13790.2","12684.2","13368.3","12550.4","10571.4","14615.4","15730.4","18138","15341.8","16309.4","15119.3","11801.3","15351.2","12495.3","13907.9","14946.4","18181.3"
"O00764","11020.9","15380.4","10118.5","10091","11253.7","8626.64","9928.08","11738.2","10061.5","13745.5","12096.7","12169.4","8163.91","10912.2","11824.9","6660.24","17167.2","7979.32","9351.64","9736.02","11999","8789.73","9006.43","12466.3","12629.3","8630.33","12340.1","13115.7","12577.5","10180.7","12865.3","10070.1","14969.9","12017","10091.8","5373.95","14346.7","11990.4","6828.33","6145.2","12179.9","9874.32"
"O00767","223.749",NA,"345.425",NA,NA,"281.978",NA,NA,"323.639","101.543",NA,NA,NA,"261.68","287.156","427.543",NA,NA,NA,NA,NA,"179.2","416.278",NA,"238.093","463.383","386.38","91.9869","950.828","560.889",NA,"408.088",NA,NA,"162.975",NA,"965.824","608.648","873.13","204.638","477.138","534.796"
"O14494","6135.22","8607.54","8560.84","9220.48","8229.04","13427.1","3227.73","11451.7","11439.5","5072.27","7142","13994.3","9419.94","3251.24","8536.11","7091.5","9457.64","13255.3","4459.16","9105.38","5793.1","14353","5147.46","6113.17","3014.78","7192.83","7263.17","4898.76","6566.46","3070.27","3785.75","2644.58","3650.92","9721.01","2142.5","3806.37","5393.97","4903.41","5090.74","5086.13","3398.95","3805.97"
"O14495","8686.94","4637.73","13145","9642.88","8530.11","8919.37","3246.49","9352.79","8608.24","3021.86","4820.79","6589.41","5600.02","9655.96","8184.4","7250.96","5022.92","5634.36","5875.62","7022.92","6926.02","10861.2","11605.6","10717","17166.5","15183.5","5129.06","9231.03","8012.68","3434.35","2611.96","6303.72","9341.24","6093.23","7490.73","7699.64","3161.23","5937.44","2718.07","10795.3","8219.46","10847.9"
"O14498","1126.52",NA,"1300.33",NA,"514.328","976.624","925.434",NA,"2223.57",NA,"1136.36","685.979","3631.99","3952.69","3911.52","1391.74","876.039","1746.72","617.542","2919.56","672.799","2583.88","2215.16","777.247","4721.6","2446.36","588.088","598.926","1122.1",NA,NA,"1760.51","617.718",NA,"500.358","1876.93","1123.81","3540.25",NA,"1831.76","1482.89","1478.67"
"O14519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238.233","280.127","155.447",NA,NA,"487.15","945.136","461.238","440.565","1396.81","446.488",NA,"447.236","504.446","368.883",NA,"584.874","213.622","321.311",NA,NA,NA
"O14530","3114.48","2913.71","3589.17","1160.11","2280.84","3125.25","2695.85","2662.62","2450.96","4285.6","1900.96","572.295","1342.02","2539.09","1615.27","4002.04","882.15",NA,"2520.28","1687.64","3277.52","3976.69","4402.32","3276.29","3852.94","4063.74","3319.76","3796.78","3988.85","10684.1","3493.76","2982.02","3209.82","3102.76","3975.2","4980.58","9520.12","4482.37","2575.87","3762.98","3350.87","4290.51"
"O14531","1596.34","2649.39","1732.57","1543.26","903.627","1945.66","792.364",NA,NA,"1583.65","715.539","1248.55","458.296","1437.52","1676.63","464.672","1324.22","691.721","521.462",NA,"1913.15","3168.16","1874.26","1144.32","1599.79","2759.62","1266.83","2073.47","1596.74","1443.71",NA,"1322.24","2027.77","1324.05",NA,"1271.24","994.481","3043.72","1126.2","1673.99","1326.09","1303.64"
"O14545","341.492",NA,"389.735","214.058","196.138","374.67","286.205","185.858","511.747","192.298",NA,NA,NA,NA,NA,"376.316","445.314","336.73","256.7","279.7","321.756",NA,NA,NA,"371.698","278.474","348.904",NA,"230.416","304.278","386.577",NA,NA,NA,NA,"443.534",NA,"284.245",NA,"252.146",NA,"279.615"
"O14548",NA,NA,NA,NA,NA,"722.825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"876.654",NA,"808.256",NA,NA,NA,"861.509","677.763","768.115",NA,NA,NA,NA,NA,"1210.9",NA,NA,NA,NA,NA,NA,NA
"O14556","7007.25","12178.7","6360.35","14314.2","18106.5","24645.7",NA,"11835","8425.77","15109","8553.79","10764","10408.4","16247.1","12584.6","12708.1","12988.1","11436.4","9143.63","14753.7","4807.15","21762.1","6793.73","12167","7053.81","6891.03","9096.48","11684.1","14668.7","19698.2","14492.5","5195.06","24124.9","10207.7","10086.7","4586.8","13976.8","8996.58","9047.5",NA,"12774",NA
"O14558","173952","143678","152611","113550","100463","155427","68579.6","99011.2","133350","233224","144539","98582.9","187604","255293","177586","120695","123251","88488.2","100331","156898","119780","125953","199413","148681","243162","132106","154405","178522","92015.2","133731","114174","212234","109928","144861","188182","131226","117951","140276","56529.5","53615.5","278970","159286"
"O14561","56136.5","62074.9","40329.9","37837.6","74004.1","55317.8","43164.6","26371.1","36888.1","71881.7","60256.4","44051.5","40125.9","52837.7","63126.7","43881","63783.2","38375.3","62994.6","49635.9","53215.4","39474.2","65489.9","56601.2","44719.2","60903.7","53078.2","67652","56773.7","43330.4","66737","32689.5","39327.4","44208.8","55383.3","47946.9","72914.4","49607.1","43917.8","24444.9","51069.7","46020.1"
"O14562","4964.14","3230","5046.96","4935.11","6470.46","4531.58","5839.27","2753.03","4754.35","3384.23","3653.48","2967.03","4199.52","3253.37","3805.8","5225.49","3036.95","1830.09","4372.21","3917.36","7562.95","3019.99","3804.98","5796.34","4232.34","3244.61","2602.56","2838.31","3115.94","1773.13","2537.2","5175.77","5703.03","3534.05","4970.93","5189.8","2570.32","3106.93","3134.8","4119.24","3736.53","5658.06"
"O14569","1625.39","1614.61","1401.94","973.904","1087.62",NA,"606.357",NA,"665.886",NA,NA,NA,NA,"500.706",NA,"738.497",NA,NA,"742.302",NA,"558.466","2616.19","2175.51","1663.84","1574.3","1967.87","4115.23","3158.03","2849.19","3808.06","4813.62","981.467","1356.82","3649.4","1464.04","956.368","3439.82","2977.68","4572.94","1336.99","850.17","983.479"
"O14576","976.748","1157.98",NA,NA,NA,NA,NA,NA,NA,"824.872","895.682",NA,"2013.18",NA,NA,NA,"1470.17",NA,NA,"937.984",NA,NA,"1072.74",NA,"820.643","927.551","1311.78","1086.73","1946.78",NA,"996.48",NA,NA,NA,"617.363","789.781","1581.74","560.742","1046.59",NA,NA,"396.228"
"O14579","38637.5","34440.8","40482.7","28124.8","32948.3","29743.4","21756.8","24674.2","37904","28717.2","22024.6","20570.8","22270.2","29703.8","29839.7","28116.8","32450.3","33514.2","21913.9","31292.2","25029.2","29175.8","29656.4","24279.5","26477.8","29255.3","26669.8","30145.9","29695.9","29325.4","29552.1","22464.3","24036.4","26948.9","28819.3","24367","30447.4","30020.7","31979.6","25333.1","34177.6","32891.9"
